IdImc;IdMes;Lio;Mio;Sio;SD4nio;SD3nio;SD2nio;SD1nio;SD0io;SD1io;SD2io;SD3io;SD4io;Lia;Mia;Sia;SD4nia;SD3nia;SD2nia;SD1nia;SD0ia;SD1ia;SD2ia;SD3ia;SD4ia;Lpo;Mpo;Spo;Sdpo;SD3npo;SD2npo;SD1npo;SD0po;SD1po;SD2po;SD3po;Lpa;Mpa;Spa;Sdpa;SD3npa;SD2npa;SD1npa;SD0pa;SD1pa;SD2pa;SD3pa
1;0;-0.3053;13.4069;0.0956;0;10.2;11.1;12.2;13.4;14.8;16.3;18.1;0;-0.0631;13.3363;0.09272;0;10.1;11.1;12.2;13.3;14.6;16.1;17.7;0;1;34.4618;0.03686;1.2703;30.7;31.9;33.2;34.5;35.7;37;38.3;1;33.8787;0.03496;1.1844;30.3;31.5;32.7;33.9;35.1;36.2;37.4
2;1;0.2708;14.9441;0.09027;0;11.3;12.4;13.6;14.9;16.3;17.8;19.4;0;0.3448;14.5679;0.09556;0;10.8;12;13.2;14.6;16;17.5;19.1;0;1;37.2759;0.03133;1.1679;33.8;34.9;36.1;37.3;38.4;39.6;40.8;1;36.5463;0.0321;1.1731;33;34.2;35.4;36.5;37.7;38.9;40.1
3;2;0.1118;16.3195;0.08677;0;12.5;13.7;15;16.3;17.8;19.4;21.1;0;0.1749;15.7679;0.09371;0;11.8;13;14.3;15.8;17.3;19;20.7;0;1;39.1285;0.02997;1.1727;35.6;36.8;38;39.1;40.3;41.5;42.6;1;38.2521;0.03168;1.2118;34.6;35.8;37;38.3;39.5;40.7;41.9
4;3;0.0068;16.8987;0.08495;0;13.1;14.3;15.5;16.9;18.4;20;21.8;0;0.0643;16.3574;0.09254;0;12.4;13.6;14.9;16.4;17.9;19.7;21.5;0;1;40.5135;0.02918;1.1822;37;38.1;39.3;40.5;41.7;42.9;44.1;1;39.5328;0.0314;1.2413;35.8;37.1;38.3;39.5;40.8;42;43.3
5;4;-0.0727;17.1579;0.08378;0;13.4;14.5;15.8;17.2;18.7;20.3;22.1;0;-0.0191;16.6703;0.09166;0;12.7;13.9;15.2;16.7;18.3;20;22;0;1;41.6317;0.02868;1.194;38;39.2;40.4;41.6;42.8;44;45.2;1;40.5817;0.03119;1.2657;36.8;38.1;39.3;40.6;41.8;43.1;44.4
6;5;-0.137;17.2919;0.08296;0;13.5;14.7;15.9;17.3;18.8;20.5;22.3;0;-0.0864;16.8386;0.09096;0;12.9;14.1;15.4;16.8;18.4;20.2;22.2;0;1;42.5576;0.02837;1.2074;38.9;40.1;41.4;42.6;43.8;45;46.2;1;41.459;0.03102;1.2861;37.6;38.9;40.2;41.5;42.7;44;45.3
7;6;-0.1913;17.3422;0.08234;0;13.6;14.7;16;17.3;18.8;20.5;22.3;0;-0.1429;16.9083;0.09036;0;13;14.1;15.5;16.9;18.5;20.3;22.3;0;1;43.3306;0.02817;1.2206;39.7;40.9;42.1;43.3;44.6;45.8;47;1;42.1995;0.03087;1.3027;38.3;39.6;40.9;42.2;43.5;44.8;46.1
8;7;-0.2385;17.3288;0.08183;0;13.7;14.8;16;17.3;18.8;20.5;22.3;0;-0.1916;16.902;0.08984;0;13;14.2;15.5;16.9;18.5;20.3;22.3;0;1;43.9803;0.02804;1.2332;40.3;41.5;42.7;44;45.2;46.4;47.7;1;42.829;0.03075;1.317;38.9;40.2;41.5;42.8;44.1;45.5;46.8
9;8;-0.2802;17.2647;0.0814;0;13.6;14.7;15.9;17.3;18.7;20.4;22.2;0;-0.2344;16.8404;0.08939;0;13;14.1;15.4;16.8;18.4;20.2;22.2;0;1;44.53;0.02796;1.2451;40.8;42;43.3;44.5;45.8;47;48.3;1;43.3671;0.03063;1.3283;39.4;40.7;42;43.4;44.7;46;47.4
10;9;-0.3176;17.1662;0.08102;0;13.6;14.7;15.8;17.2;18.6;20.3;22.1;0;-0.2725;16.7406;0.08898;0;12.9;14.1;15.3;16.7;18.3;20.1;22.1;0;1;44.9998;0.02792;1.2564;41.2;42.5;43.7;45;46.3;47.5;48.8;1;43.83;0.03053;1.3381;39.8;41.2;42.5;43.8;45.2;46.5;47.8
11;10;-0.3516;17.0488;0.08068;0;13.5;14.6;15.7;17;18.5;20.1;22;0;-0.3068;16.6184;0.08861;0;12.9;14;15.2;16.6;18.2;19.9;21.9;0;1;45.4051;0.0279;1.2668;41.6;42.9;44.1;45.4;46.7;47.9;49.2;1;44.2319;0.03044;1.3464;40.2;41.5;42.9;44.2;45.6;46.9;48.3
12;11;-0.3828;16.9239;0.08037;0;13.4;14.5;15.6;16.9;18.4;20;21.8;0;-0.3381;16.4875;0.08828;0;12.8;13.9;15.1;16.5;18;19.8;21.8;0;1;45.7573;0.02789;1.2762;41.9;43.2;44.5;45.8;47;48.3;49.6;1;44.5844;0.03035;1.3531;40.5;41.9;43.2;44.6;45.9;47.3;48.6
13;12;-0.4115;16.7981;0.08009;0;13.4;14.4;15.5;16.8;18.2;19.8;21.6;0;-0.3667;16.3568;0.08797;0;12.7;13.8;15;16.4;17.9;19.6;21.6;0;1;46.0661;0.02789;1.2848;42.2;43.5;44.8;46.1;47.4;48.6;49.9;1;44.8965;0.03027;1.359;40.8;42.2;43.5;44.9;46.3;47.6;49
14;13;-0.4382;16.6743;0.07982;0;13.3;14.3;15.4;16.7;18.1;19.7;21.5;0;-0.3932;16.2311;0.08768;0;12.6;13.7;14.9;16.2;17.7;19.5;21.4;0;1;46.3395;0.02789;1.2924;42.5;43.8;45;46.3;47.6;48.9;50.2;1;45.1752;0.03019;1.3638;41.1;42.4;43.8;45.2;46.5;47.9;49.3
15;14;-0.463;16.5548;0.07958;0;13.2;14.2;15.3;16.6;18;19.5;21.3;0;-0.4177;16.1128;0.08741;0;12.6;13.6;14.8;16.1;17.6;19.3;21.3;0;1;46.5844;0.02791;1.3002;42.7;44;45.3;46.6;47.9;49.2;50.5;1;45.4265;0.03012;1.3683;41.3;42.7;44.1;45.4;46.8;48.2;49.5
16;15;-0.4863;16.4409;0.07935;0;13.1;14.1;15.2;16.4;17.8;19.4;21.2;0;-0.4407;16.0028;0.08716;0;12.5;13.5;14.7;16;17.5;19.2;21.1;0;1;46.806;0.02792;1.3068;42.9;44.2;45.5;46.8;48.1;49.4;50.7;1;45.6551;0.03006;1.3724;41.5;42.9;44.3;45.7;47;48.4;49.8
17;16;-0.5082;16.3335;0.07913;0;13.1;14;15.1;16.3;17.7;19.3;21;0;-0.4623;15.9017;0.08693;0;12.4;13.5;14.6;15.9;17.4;19.1;21;0;1;47.0088;0.02795;1.3139;43.1;44.4;45.7;47;48.3;49.6;51;1;45.865;0.02999;1.3755;41.7;43.1;44.5;45.9;47.2;48.6;50
18;17;-0.5289;16.2329;0.07892;0;13;13.9;15;16.2;17.6;19.1;20.9;0;-0.4825;15.8096;0.08671;0;12.4;13.4;14.5;15.8;17.3;18.9;20.9;0;1;47.1962;0.02797;1.3201;43.2;44.6;45.9;47.2;48.5;49.8;51.2;1;46.0598;0.02993;1.3786;41.9;43.3;44.7;46.1;47.4;48.8;50.2
19;18;-0.5484;16.1392;0.07873;0;12.9;13.9;14.9;16.1;17.5;19;20.8;0;-0.5017;15.7263;0.0865;0;12.3;13.3;14.4;15.7;17.2;18.8;20.8;0;1;47.311;0.028;1.3264;43.4;44.7;46;47.4;48.7;50;51.4;1;46.2424;0.02987;1.3813;42.1;43.5;44.9;46.2;47.6;49;50.4
20;19;-0.5669;16.0528;0.07854;0;12.9;13.8;14.9;16.1;17.4;18.9;20.7;0;-0.5199;15.6517;0.0863;0;12.3;13.3;14.4;15.7;17.1;18.8;20.7;0;1;47.5357;0.02803;1.3324;43.5;44.9;46.2;47.5;48.9;50.2;51.5;1;46.4152;0.02982;1.3841;42.3;43.6;45;46.4;47.8;49.2;50.6
21;20;-0.5846;15.9743;0.07836;0;12.8;13.7;14.8;16;17.3;18.8;20.6;0;-0.5372;15.5855;0.08612;0;12.2;13.2;14.3;15.6;17;18.7;20.6;0;1;47.6919;0.02806;1.3382;43.7;45;46.4;47.7;49;50.4;51.7;1;46.5801;0.02977;1.3867;42.4;43.8;45.2;46.6;48;49.4;50.7
22;21;-0.6014;15.9039;0.07818;0;12.8;13.7;14.7;15.9;17.2;18.7;20.5;0;-0.5537;15.5278;0.08594;0;12.2;13.2;14.3;15.5;17;18.6;20.5;0;1;47.8408;0.0281;1.3443;43.8;45.2;46.5;47.8;49.2;50.5;51.9;1;46.7384;0.02972;1.3891;42.6;44;45.3;46.7;48.1;49.5;50.9
23;22;-0.6174;15.8412;0.07802;0;12.7;13.6;14.7;15.8;17.2;18.7;20.4;0;-0.5695;15.4787;0.08577;0;12.2;13.1;14.2;15.5;16.9;18.5;20.4;0;1;47.9833;0.02813;1.3498;43.9;45.3;46.6;48;49.3;50.7;52;1;46.8913;0.02967;1.3913;42.7;44.1;45.5;46.9;48.3;49.7;51.1
24;23;-0.6328;15.7852;0.07786;0;12.7;13.6;14.6;15.8;17.1;18.6;20.3;0;-0.5846;15.438;0.0856;0;12.2;13.1;14.2;15.4;16.9;18.5;20.4;0;1;48.1201;0.02817;1.3555;44.1;45.4;46.8;48.1;49.5;50.8;52.2;1;47.0391;0.02962;1.3933;42.9;44.3;45.6;47;48.4;49.8;51.2
25;24;-0.6187;16.0189;0.07785;0;12.9;13.8;14.8;16;17.3;18.9;20.6;0;-0.5684;15.6881;0.08454;0;12.4;13.3;14.4;15.7;17.1;18.7;20.6;0;1;48.2515;0.02821;1.3612;44.2;45.5;46.9;48.3;49.6;51;52.3;1;47.1822;0.02957;1.3952;43;44.4;45.8;47.2;48.6;50;51.4
26;25;-0.584;15.98;0.07792;0;12.8;13.8;14.8;16;17.3;18.8;20.5;0;-0.5684;15.659;0.08452;0;12.4;13.3;14.4;15.7;17.1;18.7;20.6;0;1;48.3777;0.02825;1.3667;44.3;45.6;47;48.4;49.7;51.1;52.5;1;47.3204;0.02953;1.3974;43.1;44.5;45.9;47.3;48.7;50.1;51.5
27;26;-0.5497;15.9414;0.078;0;12.8;13.7;14.8;15.9;17.3;18.8;20.5;0;-0.5684;15.6308;0.08449;0;12.3;13.3;14.4;15.6;17;18.7;20.6;0;1;48.4989;0.0283;1.3725;44.4;45.8;47.1;48.5;49.9;51.2;52.6;1;47.4536;0.02949;1.3994;43.3;44.7;46.1;47.5;48.9;50.3;51.7
28;27;-0.5166;15.9036;0.07808;0;12.7;13.7;14.7;15.9;17.2;18.7;20.4;0;-0.5684;15.6037;0.08446;0;12.3;13.3;14.4;15.6;17;18.6;20.5;0;1;48.6151;0.02834;1.3778;44.5;45.9;47.2;48.6;50;51.4;52.7;1;47.5817;0.02945;1.4013;43.4;44.8;46.2;47.6;49;50.4;51.8
29;28;-0.485;15.8667;0.07818;0;12.7;13.6;14.7;15.9;17.2;18.7;20.4;0;-0.5684;15.5777;0.08444;0;12.3;13.3;14.3;15.6;17;18.6;20.5;0;1;48.7264;0.02838;1.3829;44.6;46;47.3;48.7;50.1;51.5;52.9;1;47.7045;0.02941;1.403;43.5;44.9;46.3;47.7;49.1;50.5;51.9
30;29;-0.4552;15.8306;0.07829;0;12.7;13.6;14.7;15.8;17.1;18.6;20.3;0;-0.5684;15.5523;0.08443;0;12.3;13.2;14.3;15.6;17;18.6;20.4;0;1;48.8331;0.02842;1.3878;44.7;46.1;47.4;48.8;50.2;51.6;53;1;47.8219;0.02937;1.4045;43.6;45;46.4;47.8;49.2;50.6;52
31;30;-0.4274;15.7953;0.07841;0;12.6;13.6;14.6;15.8;17.1;18.6;20.2;0;-0.5684;15.5276;0.08444;0;12.3;13.2;14.3;15.5;16.9;18.5;20.4;0;1;48.9351;0.02847;1.3932;44.8;46.1;47.5;48.9;50.3;51.7;53.1;1;47.934;0.02933;1.4059;43.7;45.1;46.5;47.9;49.3;50.7;52.2
32;31;-0.4016;15.7606;0.07854;0;12.6;13.5;14.6;15.8;17.1;18.5;20.2;0;-0.5684;15.5034;0.08448;0;12.2;13.2;14.3;15.5;16.9;18.5;20.4;0;1;49.0327;0.02851;1.3979;44.8;46.2;47.6;49;50.4;51.8;53.2;1;48.041;0.02929;1.4071;43.8;45.2;46.6;48;49.4;50.9;52.3
33;32;-0.3782;15.7267;0.07867;0;12.5;13.5;14.6;15.7;17;18.5;20.1;0;-0.5684;15.4798;0.08455;0;12.2;13.2;14.3;15.5;16.9;18.5;20.4;0;1;49.126;0.02855;1.4026;44.9;46.3;47.7;49.1;50.5;51.9;53.3;1;48.1432;0.02926;1.4087;43.9;45.3;46.7;48.1;49.6;51;52.4
34;33;-0.3572;15.6934;0.07882;0;12.5;13.5;14.5;15.7;17;18.5;20.1;0;-0.5684;15.4572;0.08467;0;12.2;13.1;14.2;15.5;16.9;18.5;20.3;0;1;49.2153;0.02859;1.4071;45;46.4;47.8;49.2;50.6;52;53.4;1;48.2408;0.02922;1.4096;44;45.4;46.8;48.2;49.7;51.1;52.5
35;34;-0.3388;15.661;0.07897;0;12.5;13.4;14.5;15.7;17;18.4;20;0;-0.5684;15.4356;0.08484;0;12.2;13.1;14.2;15.4;16.8;18.5;20.3;0;1;49.3007;0.02863;1.4115;45.1;46.5;47.9;49.3;50.7;52.1;53.5;1;48.3343;0.02919;1.4109;44.1;45.5;46.9;48.3;49.7;51.2;52.6
36;35;-0.3231;15.6294;0.07914;0;12.4;13.4;14.5;15.6;16.9;18.4;20;0;-0.5684;15.4155;0.08506;0;12.1;13.1;14.2;15.4;16.8;18.4;20.3;0;1;49.3826;0.02867;1.4158;45.1;46.6;48;49.4;50.8;52.2;53.6;1;48.4239;0.02915;1.4116;44.2;45.6;47;48.4;49.8;51.2;52.7
37;36;-0.3101;15.5988;0.07931;0;12.4;13.4;14.4;15.6;16.9;18.4;20;0;-0.5684;15.3968;0.08535;0;12.1;13.1;14.2;15.4;16.8;18.4;20.3;0;1;49.4612;0.02871;1.42;45.2;46.6;48;49.5;50.9;52.3;53.7;1;48.5099;0.02912;1.4126;44.3;45.7;47.1;48.5;49.9;51.3;52.7
38;37;-0.3;15.5693;0.0795;0;12.4;13.3;14.4;15.6;16.9;18.3;19.9;0;-0.5684;15.3796;0.08569;0;12.1;13.1;14.1;15.4;16.8;18.4;20.3;0;1;49.5367;0.02875;1.4242;45.3;46.7;48.1;49.5;51;52.4;53.8;1;48.5926;0.02909;1.4136;44.4;45.8;47.2;48.6;50;51.4;52.8
39;38;-0.2927;15.541;0.07969;0;12.3;13.3;14.4;15.5;16.8;18.3;19.9;0;-0.5684;15.3638;0.08609;0;12.1;13;14.1;15.4;16.8;18.4;20.3;0;1;49.6093;0.02878;1.4278;45.3;46.8;48.2;49.6;51;52.5;53.9;1;48.6722;0.02906;1.4144;44.4;45.8;47.3;48.7;50.1;51.5;52.9
40;39;-0.2884;15.514;0.0799;0;12.3;13.3;14.3;15.5;16.8;18.3;19.9;0;-0.5684;15.3493;0.08654;0;12;13;14.1;15.3;16.8;18.4;20.3;0;1;49.6791;0.02882;1.4318;45.4;46.8;48.2;49.7;51.1;52.5;54;1;48.7489;0.02903;1.4152;44.5;45.9;47.3;48.7;50.2;51.6;53
41;40;-0.2869;15.4885;0.08012;0;12.3;13.2;14.3;15.5;16.8;18.2;19.9;0;-0.5684;15.3358;0.08704;0;12;13;14.1;15.3;16.8;18.4;20.3;0;1;49.7465;0.02886;1.4357;45.4;46.9;48.3;49.7;51.2;52.6;54.1;1;48.8228;0.029;1.4159;44.6;46;47.4;48.8;50.2;51.7;53.1
42;41;-0.2881;15.4645;0.08036;0;12.2;13.2;14.3;15.5;16.8;18.2;19.9;0;-0.5684;15.3233;0.08757;0;12;13;14.1;15.3;16.8;18.4;20.4;0;1;49.8116;0.02889;1.4391;45.5;46.9;48.4;49.8;51.3;52.7;54.1;1;48.8941;0.02897;1.4165;44.6;46.1;47.5;48.9;50.3;51.7;53.1
43;42;-0.2919;15.442;0.08061;0;12.2;13.2;14.3;15.4;16.8;18.2;19.8;0;-0.5684;1.53116;0.08813;0;12;12.9;14;15.3;16.8;18.4;20.4;0;1;49.8745;0.02893;1.4429;45.5;47;48.4;49.9;51.3;52.8;54.2;1;48.9629;0.02894;1.417;44.7;46.1;47.5;49;50.4;51.8;53.2
44;43;-0.2981;15.421;0.08087;0;12.2;13.2;14.2;15.4;16.7;18.2;19.8;0;-0.5684;15.3007;0.08872;0;11.9;12.9;14;15.3;16.8;18.4;20.4;0;1;49.9354;0.02896;1.4461;45.6;47;48.5;49.9;51.4;52.8;54.3;1;49.0294;0.02891;1.4174;44.8;46.2;47.6;49;50.4;51.9;53.3
45;44;-0.3067;15.4013;0.08115;0;12.2;13.1;14.2;15.4;16.7;18.2;19.8;0;-0.5684;15.2905;0.08931;0;11.9;12.9;14;15.3;16.8;18.5;20.4;0;1;49.9942;0.02899;1.4493;45.6;47.1;48.5;50;51.4;52.9;54.3;1;49.0937;0.02888;1.4178;44.8;46.3;47.7;49.1;50.5;51.9;53.3
46;45;-0.3174;15.3827;0.08144;0;12.2;13.1;14.2;15.4;16.7;18.2;19.8;0;-0.5684;15.2814;0.08991;0;11.9;12.9;14;15.3;16.8;18.5;20.5;0;1;50.0512;0.02903;1.453;45.7;47.1;48.6;50.1;51.5;53;54.4;1;49.156;0.02886;1.4186;44.9;46.3;47.7;49.2;50.6;52;53.4
47;46;-0.3303;15.3652;0.08174;0;12.1;13.1;14.2;15.4;16.7;18.2;19.8;0;-0.5684;15.2732;0.09051;0;11.9;12.9;14;15.3;16.8;18.5;20.5;0;1;50.1064;0.02906;1.4561;45.7;47.2;48.7;50.1;51.6;53;54.5;1;49.2164;0.02883;1.4189;45;46.4;47.8;49.2;50.6;52.1;53.5
48;47;-0.3452;15.3485;0.08205;0;12.1;13.1;14.2;15.3;16.7;18.2;19.9;0;-0.5684;15.2661;0.0911;0;11.8;12.8;14;15.3;16.8;18.5;20.5;0;1;50.1598;0.02909;1.4592;45.8;47.2;48.7;50.2;51.6;53.1;54.5;1;49.2751;0.0288;1.4191;45;46.4;47.9;49.3;50.7;52.1;53.5
49;48;-0.3622;15.3326;0.08238;0;12.1;13.1;14.1;15.3;16.7;18.2;19.9;0;-0.5684;15.2602;0.09168;0;11.8;12.8;14;15.3;16.8;18.5;20.6;0;1;50.2115;0.02912;1.4622;45.8;47.3;48.7;50.2;51.7;53.1;54.6;1;49.3321;0.02878;1.4198;45.1;46.5;47.9;49.3;50.8;52.2;53.6
50;49;-0.3811;15.3174;0.08272;0;12.1;13;14.1;15.3;16.7;18.2;19.9;0;-0.5684;15.2556;0.09227;0;11.8;12.8;13.9;15.3;16.8;18.5;20.6;0;1;50.2617;0.02915;1.4651;45.9;47.3;48.8;50.3;51.7;53.2;54.7;1;49.3877;0.02875;1.4199;45.1;46.5;48;49.4;50.8;52.2;53.6
51;50;-0.4019;15.3029;0.08307;0;12.1;13;14.1;15.3;16.7;18.2;19.9;0;-0.5684;15.2523;0.09286;0;11.8;12.8;13.9;15.3;16.8;18.6;20.7;0;1;50.3105;0.02918;1.4681;45.9;47.4;48.8;50.3;51.8;53.2;54.7;1;49.4419;0.02873;1.4205;45.2;46.6;48;49.4;50.9;52.3;53.7
52;51;-0.4245;15.2891;0.08343;0;12.1;13;14.1;15.3;16.6;18.2;19.9;0;-0.5684;15.2503;0.09345;0;11.8;12.8;13.9;15.3;16.8;18.6;20.7;0;1;50.3578;0.02921;1.471;45.9;47.4;48.9;50.4;51.8;53.3;54.8;1;49.4947;0.0287;1.4205;45.2;46.7;48.1;49.5;50.9;52.3;53.8
53;52;-0.4488;15.2759;0.0838;0;12;13;14.1;15.3;16.6;18.2;19.9;0;-0.5684;15.2496;0.09403;0;11.7;12.8;13.9;15.2;16.8;18.6;20.7;0;1;50.4039;0.02924;1.4738;46;47.5;48.9;50.4;51.9;53.4;54.8;1;49.5464;0.02868;1.421;45.3;46.7;48.1;49.5;51;52.4;53.8
54;53;-0.4747;15.2633;0.08418;0;12;13;14.1;15.3;16.6;18.2;20;0;-0.5684;15.2502;0.0946;0;11.7;12.7;13.9;15.3;16.8;18.6;20.8;0;1;50.4488;0.02927;1.4766;46;47.5;49;50.4;51.9;53.4;54.9;1;49.5969;0.02865;1.421;45.3;46.8;48.2;49.6;51;52.4;53.9
55;54;-0.5019;15.2514;0.08457;0;12;13;14;15.3;16.6;18.2;20;0;-0.5684;15.2519;0.09515;0;11.7;12.7;13.9;15.3;16.8;18.7;20.8;0;1;50.4926;0.02929;1.4789;46.1;47.5;49;50.5;52;53.5;54.9;1;49.6464;0.02863;1.4214;45.4;46.8;48.2;49.6;51.1;52.5;53.9
56;55;-0.5303;15.24;0.08496;0;12;13;14;15.2;16.6;18.2;20;0;-0.5684;15.2544;0.09568;0;11.7;12.7;13.9;15.3;16.8;18.7;20.9;0;1;50.5354;0.02932;1.4817;46.1;47.6;49.1;50.5;52;53.5;55;1;49.6947;0.02861;1.4218;45.4;46.9;48.3;49.7;51.1;52.5;54
57;56;-0.5599;15.2291;0.08536;0;12;12.9;14;15.2;16.6;18.2;20.1;0;-0.5684;15.2575;0.09618;0;11.7;12.7;13.9;15.3;16.8;18.7;20.9;0;1;50.5772;0.02935;1.4844;46.1;47.6;49.1;50.6;52.1;53.5;55;1;49.7421;0.02859;1.4221;45.5;46.9;48.3;49.7;51.2;52.6;54
58;57;-0.5905;15.2188;0.08577;0;12;12.9;14;15.2;16.6;18.2;20.1;0;-0.5684;15.2612;0.09665;0;11.7;12.7;13.9;15.3;16.9;18.7;21;0;1;50.6183;0.02938;1.4872;46.2;47.6;49.1;50.6;52.1;53.6;55.1;1;49.7885;0.02856;1.422;45.5;46.9;48.4;49.8;51.2;52.6;54.1
59;58;-0.6223;15.2091;0.08617;0;12;12.9;14;15.2;16.6;18.3;20.2;0;-0.5684;15.2653;0.09709;0;11.7;12.7;13.9;15.3;16.9;18.8;21;0;1;50.6587;0.0294;1.4894;46.2;47.7;49.2;50.7;52.1;53.6;55.1;1;49.8341;0.02854;1.4223;45.6;47;48.4;49.8;51.3;52.7;54.1
60;59;-0.6552;15.2;0.08659;0;12;12.9;14;15.2;16.6;18.3;20.2;0;-0.5684;15.2698;0.0975;0;11.6;12.7;13.9;15.3;16.9;18.8;21;0;1;50.6984;0.02943;1.4921;46.2;47.7;49.2;50.7;52.2;53.7;55.2;1;49.8789;0.02852;1.4226;45.6;47;48.5;49.9;51.3;52.7;54.1
61;60;-0.6892;15.1916;0.087;0;12;12.9;14;15.2;16.6;18.3;20.3;0;-0.5684;15.2747;0.09789;0;11.6;12.7;13.9;15.3;16.9;18.8;21.1;0;1;50.7375;0.02946;1.4947;46.3;47.7;49.2;50.7;52.2;53.7;55.2;1;49.9229;0.0285;1.4228;45.7;47.1;48.5;49.9;51.3;52.8;54.2
62;61;-0.7387;15.2641;0.0839;11.204;12.118;13.031;14.071;15.264;16.645;18.259;20.166;22.072;-0.8886;15.2441;0.09692;10.793;11.77;12.748;13.891;15.244;16.87;18.858;21.34;23.821;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
63;62;-0.7621;15.2616;0.08414;11.204;12.115;13.027;14.066;15.262;16.648;18.273;20.2;22.127;-0.9068;15.2434;0.09738;10.786;11.763;12.741;13.885;15.243;16.879;18.886;21.403;23.92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
64;63;-0.7856;15.2604;0.08439;11.204;12.114;13.024;14.063;15.26;16.653;18.29;20.238;22.186;-0.9248;15.2433;0.09783;10.78;11.757;12.734;13.881;15.243;16.889;18.915;21.468;24.02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
65;64;-0.8089;15.2605;0.08464;11.205;12.114;13.022;14.061;15.26;16.659;18.308;20.277;22.247;-0.9427;15.2438;0.09829;10.775;11.752;12.728;13.876;15.244;16.9;18.946;21.535;24.123;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
66;65;-0.8322;15.2619;0.0849;11.207;12.114;13.021;14.06;15.262;16.667;18.328;20.32;22.312;-0.9605;15.2448;0.09875;10.77;11.746;12.723;13.872;15.245;16.911;18.977;21.603;24.23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
67;66;-0.8554;15.2645;0.08516;11.21;12.115;13.021;14.06;15.264;16.676;18.35;20.365;22.38;-0.978;15.2464;0.0992;10.765;11.742;12.718;13.869;15.246;16.923;19.009;21.673;24.337;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
68;67;-0.8785;15.2684;0.08543;11.213;12.117;13.021;14.061;15.268;16.686;18.374;20.413;22.452;-0.9954;15.2487;0.09966;10.761;11.737;12.714;13.866;15.249;16.936;19.042;21.745;24.448;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
69;68;-0.9015;15.2737;0.0857;11.218;12.121;13.023;14.063;15.274;16.699;18.399;20.463;22.526;-1.0126;15.2516;0.10012;10.757;11.733;12.71;13.864;15.252;16.95;19.077;21.819;24.561;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
70;69;-0.9243;15.2801;0.08597;11.223;12.125;13.026;14.067;15.28;16.712;18.427;20.515;22.604;-1.0296;15.2551;0.10058;10.754;11.73;12.706;13.863;15.255;16.964;19.112;21.895;24.678;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
71;70;-0.9471;15.2877;0.08625;11.228;12.129;13.03;14.071;15.288;16.727;18.456;20.571;22.685;-1.0464;15.2592;0.10104;10.751;11.727;12.703;13.862;15.259;16.979;19.148;21.973;24.797;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
72;71;-0.9697;15.2965;0.08653;11.235;12.135;13.035;14.077;15.296;16.743;18.487;20.628;22.77;-1.063;15.2641;0.10149;10.749;11.725;12.701;13.862;15.264;16.995;19.185;22.051;24.917;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
